,movie_cnt,movie_title,age,reviews
17758,365번,Casino Royale (2006),8,"-Good movie, awesome figt scene, really talented actors, would recommend for kids 13 and up."
17759,365번,Casino Royale (2006),8,"-It’s a good film, but there’s lots of violence and sex.  The card game is thrilling and action scenes are great.  Wait till you kids get older, but they HAVE TO see this film"
17760,365번,Casino Royale (2006),8,"-A classic bond film with several heart stopping moments and there are several moments that leave you asking ""How did he do this?"" out of great acting and an even better plot line. With a few twists and turns on the way this film will not let you dont. It met all expectations."
17761,365번,Casino Royale (2006),8,"-This is my personal favorite movie. Honestly, it is the closest to a perfect film I have ever seen. "
17762,365번,Casino Royale (2006),8,-jeepers i have never seen a film so violent. there is a torture scene that is so brutal. there are so many violent scenes like bond throwing people down stairs killing eachother in very brutal ways.
17763,365번,Casino Royale (2006),8,-It is a good film but has more violence than the other Daniel Craig films. A man gets drowned in a sink. James Bond gets tortured in a torture chamber. There is a fight on a stair case with knifes. There is a 2 minute scene of Bond strangling a man on the floor. Plenty of blood and gore. Lots of gunshots and stabbing. Some bad language and lots of sexual scenes. When bond kisses a girl topless for about three minutes and kisses more then this is the most sexual one by far. Also a Lady gets drowned in a cage.
17764,365번,Casino Royale (2006),8,"-This is my absolute favorite film in the James Bond franchise, and in general. The plot line is unparalleled, and extraordinarily intriguing. I would highly recommend watching, it is truly a fantastic film."
17765,365번,Casino Royale (2006),8,-An ok bond movie
17766,365번,Casino Royale (2006),8,-Language 3.5/10 - Violence 8/10 - Sex Content 5/10
17767,365번,Casino Royale (2006),8,"-Casino Royale is my all time favorite James Bond movie, and I've seen all 26! This movie follows the book by Ian Flemming much more closely than the original movie. Plus, Daniel Craig is absolutely amazing."
17768,365번,Casino Royale (2006),8,"-My rating:PG-13 for violence,sexuality/nudity,torture and drug use"
17769,365번,Casino Royale (2006),8,-I saw this with my sisters and it was amazing. I'm a die hard bond fan. I loved every minute of it! My favorite character was Vesper Lynd. I think it's a great movie for all famlies.
17770,365번,Casino Royale (2006),8,"-I know. This is a James Bond movie; many people around here are not allowed to see them, but surprisingly, Martin Campbell does one heck of a rare thrilling job. A ton better than Skyfall, it moves the James Bond genre to something like a Superhero movies while still keeping physics in mind. "
17771,365번,Casino Royale (2006),8,"-This movie was good, but there was not enough action and even I (12  years old)  didn't even understand this movie.  A kid who is under 12-13 years old shouldn't see this movie. It's hard to understand the concept of this movie. The rule James Bond had was to trust no one! There is also blood dripping down Bonds face and strong body."
17772,365번,Casino Royale (2006),8,"-This was one of the first Bond movies I saw, and I loved it. Having that said, keep in mind that we are talking about a James Bond movie; this meaning that there are scenes of nudity, violence, drugs, gambling and foul language. This movie is most certainly not suitable for children under 12."
17773,365번,Casino Royale (2006),8,"-My rating:R for graphic violence,graphic racy content,and brief strong language."
17867,367번,Castle in the Sky,8,"-I had seen the movie a couple times previous but recently showed it to my younger sisters (4 and 6) who absolutely loved it! There is some violence including a scene where the male lead, Pazu, gets pistol-whipped but I wouldn't say it was enough to steer you off the movie. The younger of the two had a bit of an issue when they were having difficulties saving Sheeta but, again, It wasn't that big of a deal. And after assuring her that the girl would be ok, she calmed down. Both the male and female leads are strong and have great character development, especially Sheeta who learns to have faith in herself and her strength which I think is a great message for kids to learn."
17868,367번,Castle in the Sky,8,"-I watched this last night with my 6 year old sister and she was a bit frightened in the battle scenes but she was fine after that. This has been my favourite film since I was 8. I cried half the way through not because it was sad but because it is so well written. If your kids aren't scared by a bit of violence, then this is perfect to introduce them to studio Ghilbi"
17869,367번,Castle in the Sky,8,"-If you're looking for an excuse to get (back?) into watching Studio Ghibli movies, search no further. "
17870,367번,Castle in the Sky,8,-Castle in the Sky is the perfect international adventure film! It is very violent because one of the main character's almost gets shot and it's a 9 year old so please be aware of that and Studio Ghibil is the perfect way to introduce anime to kids and I love the movie please go watch it
17871,367번,Castle in the Sky,8,"-I'm going to just say what concerned caregivers should know, as to not give anything away. This is a cute and wonderful movie. However it is violent, and you should know the kid you want to show it to. This movie can be suitable for much younger audiences than 8, but it does contain guns and explosions. No one dies or is injured, understand that the violence relates only to the weapons. So be sure that the kid can handle a little excitement."
17872,367번,Castle in the Sky,8,"-Although I loved this movie, I think that it does take a while to get really good, but it is totally worth watching the whole 2 hour movie to see the ending. Also it's surpisingly really violent."
17873,367번,Castle in the Sky,8,"-This movie is awesome! I almost have no words for it! My hole family and me,  watched it yesterday until 10 pm, and we all loved it! It’s an awesome movie, a great message, and roll model. The only thing there is is, guns and shooting, but it’s not really scary, my family watched it, and my brother watched it, and he’s 6. There is a tiny bit of violence, from the guns, but it’s a great animated movie."
17874,367번,Castle in the Sky,8,"-a great, well formed movie for those wanting to start studio ghibli. good for families with positive messages for all. has little racial representation"
17875,367번,Castle in the Sky,8,-I think the  movie was the best I have ever seen I loved all the battle scenes
17876,367번,Castle in the Sky,8,-i think its a wonderfull movie i mean you can float in the sky with that necklesss i think its magical fun but aliitle of violence like when muska 
18153,376번,Charlie and the Chocolate Factory (2005),8,-The incidents in this movie are Coo-Coo! Do not see this movie!!!!
18154,376번,Charlie and the Chocolate Factory (2005),8,"-I thought that this film was very sweet and very bright to its source material with a couple of surprises of its own. The performances by the younger kids was just right, the direction was superb, the visuals were so mystical, and the storyline was just right to the classic book itself. The only criticism I have of this movie is that Johnny Depp's performance as Willy Wonka was not one of his best performances I have seen with him. He doesn't make a compelling and mysterious Willy Wonka, his character is mean-spirited, he looks like half Shirley Temple and half Carol Burnett, and he looks like a woman. Overall, I thought that this film was very exhilarating and true to its purpose and source material of the book and that it will entertain many people of any age. Kids and 8 year olds are meant to see this movie, if they are fans of the book and 1971 movie version, and even adults can see this movie as well for its imagination and fun purpose. Younger kids under 8 years old are probably not meant to see this movie for its quirky situations, action, and mild language."
18155,376번,Charlie and the Chocolate Factory (2005),8,"-There's no option for 'too much horror' but if there was that's what this would have. It's not actually scary, but for a 3 year old it's creepy. A boy is sucked up a tube and taken away, a girl turns blue and becomes a huge blueberry and is rolled away, a girl is pushed down a shoot to an incenerator, and a boy is shrunk to microscopic size. All the kids survive however. One use of retard is the worst language you'll hear, nothing else really. Just keep in mind it's a dark Tim Burton movie."
18156,376번,Charlie and the Chocolate Factory (2005),8,-alluring fun and sweet movie overtelling the classic tale. staring the outstanding Johnny Depp. a must watch for the whole family. eat chocolate and let yourself relax in a swirl of candy while watching Charlie and the chocolate factory
18157,376번,Charlie and the Chocolate Factory (2005),8,"-It might not surpass the original, but it was still great. The acting, well done!"
18158,376번,Charlie and the Chocolate Factory (2005),8,"-started to like it, got bored of it after the 8th time"
18159,376번,Charlie and the Chocolate Factory (2005),8,"-First time I watched this movie, I liked it but since I watched this movie so many times, it's not that great anymore."
18160,376번,Charlie and the Chocolate Factory (2005),8,-It is a really good movie! It has good educational value because it tells you not to be greedy. The actors do really good jobs ( I also really like Johnny Depp he is really funny! )
18161,376번,Charlie and the Chocolate Factory (2005),8,"-Great film for all the family. However, some scenes of moderate peril could be upsetting or distressing to younger children. Carries a very strong positive message that should be shared."
18162,376번,Charlie and the Chocolate Factory (2005),8,-good
18498,398번,Cinderella (2015),8,"-Brutall treatments . I suggest kids watch, under 8, with an adult. This has some sex: couple kisses, and a-loving couple getting married. The step-mother is very cruel and it could offend young ones."
18499,398번,Cinderella (2015),8,"-The film is great! It has all the original characters including Ella, the stepsisters, Drizella and Anastasia, Lady Tremaine (the stepmother) and Prince Kit. This version of the story is a lot more detailed than the original though. It shows Ella’s childhood plus the death of her parents which was pretty sad. The death of Ella’s Mom was especially sad because she fell ill and it showed the scene when she died :( Anyways, the movie is great especially if you grew up watching the original or always wanted more details. I recommend this as a great family film!"
18500,398번,Cinderella (2015),8,"-I know a lot of you want a flashy entertaining movie, but something can be said for just a well done retelling. Its okay to change the plot slightly but I do not understand why so many movies ruin the morels of each story. This movie stays faithful to the morals and truth of Cinderella. This is a very well done movie. Excellent job."
18501,398번,Cinderella (2015),8,"-This take on classic tale is told in many ways but this remake is something else. It’s beautiful,stunning,and it’s the type of movie that everyone can laugh,cry,and enjoy together"
18502,398번,Cinderella (2015),8,-I think this movie is better than the original animated Cinderella film because it is much more exciting and has more depth even though it is scarier and more mature for younger kids. It's really entertaining and great for Disney fans.
18503,398번,Cinderella (2015),8,"-Courageous and Kind Ella, whose parents had recently pass away, lived the life of a servant under the rule of her cruel step mother.  The heroine, now called Cinderella because of the cinder and ash she slept near, was played by Lily James.  The evil stepmother was played by Academy Award Winner Cate Blanchett, and the dashing and handsome prince was played by Richard Madden.  Cinderella, released in 2015 is a live adaptation of the Disney animated classic by acclaimed director Kenneth Branagh.  This fairy tale, based in a land far, far away with a gorgeous countryside and colorful characters, was a beautiful film to watch.  ."
18504,398번,Cinderella (2015),8,"-Beautiful adaption of a timeless classic, perfect for your  little princes and princesses! 12, and this is one of my favourite movies! The dresses, made by Sandy Powell, could not be more gorgeous, and though this adaptation lacks the unforgettable musical score, from the 1950 original, you will still be stunned at what a beautiful, emotional movie Disney has made! Also not forgetting the cast that may appeal to older viewers, including Richard Madden AKA Robb Stark from Game of Thrones as Prince ""Kit"" Charming, Lily James AKA Lady Rose from Downton Abbey (which highly pleased my mother) as Cinderella, Cate Blanchett AKA Elizabeth from the movie of the same name as Lady Tremaine/the stepmother, and Helena Bonham Carter AKA Bellatrix from Harry Potter as Fairy Godmother! You NEED to see this movie, as it is one of the most beautiful films ever made for kids and adults! I give Cinderella 5/5 stars, and say it's ok for kids ages 5+."
18505,398번,Cinderella (2015),8,"-I feel like this adaptation didn't live up to the original movie at all. I felt like it was all too dramatic in the end. Sure, I'd watch it with someone else if they wanted me too, but never alone. Not that it's scary, I just don't like that they felt the need to make this more dark. If your kids are expecting the light-hearted cheer that the cartoon had, skip this one."
18506,398번,Cinderella (2015),8,"-Okay movie, but too much like the old fairy tale.  Not very exciting.  The main characters were too perfect; they were always doing only the right thing and being too nice."
18507,398번,Cinderella (2015),8,-It had really good actors but it was boring because you already know the plot and everything it practically had nothing scary there isnt much to say about it
18516,398번,Cinderella (2015),8,-It was a waste of money to make such a movie. Bad actors that cannot cry or even pretend to be sad. A big disappointment. Children need new stories and not Cinderella #100
18517,398번,Cinderella (2015),8,-Love everything in the movie!!!!!!! Nothing wrong with the movie!
18518,398번,Cinderella (2015),8,-This movie made me cry. Best Movie Ever!
18519,398번,Cinderella (2015),8,"-I loved this film. I'm a Disney freak and seeing Cinderella come to life in a live-action movie excited me, so say the least.  I was a little put off by the new portrayal of the fairy godmother, but otherwise I was oohing and aahing over that beautiful dress. Lady Tremaine was brillant too!"
18520,398번,Cinderella (2015),8,"-A magical, stunning, beautiful, gorgeous looking retelling of a great fairy tale. Lily James and Richard Madden were excellent as the titular characters. Cate Blanchett was excellent as well. Kids will love it. Grade: A"
18521,398번,Cinderella (2015),8,"-Like the original story, Cinderella plays out slowly with less romance than you want. But compared to Maleficent, this film was a pretty decent remake. It had well casted actors and beautiful scenery. However, young girls may feel intimidated by Cinderella's personality.  Talk with your kids about how girls should stand up for themselves. Also, the actress playing Cinderella is very skinny. I would not recommend this film to very young girls."
18522,398번,Cinderella (2015),8,-Not for kids 15 & under
18523,398번,Cinderella (2015),8,-Great movie! All ages! Loved it!
18524,398번,Cinderella (2015),8,-My rating;G
19047,423번,Coco,6,-The best!
19048,423번,Coco,6,-This movie was really good. It’s probably one of my favorite marvel movies. I recommend this movie.
19049,423번,Coco,6,"-So good, it made me cry"
19050,423번,Coco,6,-I remember watching this back in late 2017 to early 2018.
19051,423번,Coco,6,"-If you still have encanto fever, try watching this. it might be fine for a mature 6 year old but i recommend 7+ pretty much- the reason why is because younger kids 4 to 6 years old may be scared of some things like the images and death, it also has murder from posion, and murder from pushing off heights, (non-graphic, no blood and no injurys shown for both, the boy who was pushed also was saved before he hit the ground) in it, skeletons, ect. mild crude humor that kids may not get but it has pretty good representation as it has tons of mexican culture"
19052,423번,Coco,6,-I don’t mind this movie but I did find it quite boring. The storyline was great though. I don’t understand why people find this scary but it really isn’t and I feel they are just being dramatic.
19053,423번,Coco,6,-Beautiful. Great representation of Mexican culture and so much time and effort put into the art. I love it and am having so much trouble why some people think it's scary because of skeletons.
19633,436번,Coraline,8,"-My sister had first showed me this film when I was 7, I was terrified and it caused my phobia of buttons to increase and get worse by a lot. It is a creepy film and I personally don't recommend anyone under 10 to watch it. It has a dark storyline and I didn't enjoy it. I appreciate that not everyone has a phobia of buttons, but I still believe anyone under 10 should definitely beware."
19634,436번,Coraline,8,"-My brother saw this alone at night when he was 6, and it terrified him. I saw it when I was 7 and,  I thought it was scary, but not too much. Me and my brother each love the movie. The stop animation effect is great, and it's always exciting!! We watch it together all the time now, and we still love it. I think that you can see it when you are 7, but it will still be pretty scary."
19635,436번,Coraline,8,-Good for ages * and up but has some moments were might scae young children
19636,436번,Coraline,8,"-Coraline is kind of like a horror film for younger children. I was around 7 when I first watched Coraline and I was kind of scared at the time however watchiing a 'horror film' made me feel cool and grownup which is one of the reasons I think that kids enjoy it. There's many scary scenes in the film but nothing that is extremely disturbing. A woman in the film tries to persuade a young girl to sew button into her eyes which is incredibly creepy. The part that scared me the most, and still does now sometimes, is the end when a girl is being chased  by this spider like human (I'm not trying to go into detail because of spoilers).  A part that may make parents feel slightly uncomfortable is a scene where  two old women are almost naked (its for comedy not anything sexual) while they are on a trapeze. f you're children are sensitive and are not used to violence and disturbing content then this is not the best thing to show them."
19637,436번,Coraline,8,"-I think this movie is fine for 10 year olds and up. I watched it at the age I am now, 9, in 2017, and it gave me a good scare, but I think 1982's Poltergeist is way creepier than this. This film does have a killer mom than wants to sew buttons into Coraline's eyes, but, if you've watched the Goosebumps movie, The Haunting Hour TV show and Beetlejuice, then you're definitely fine with this. By the way, I slept in my bedroom on my own with only two lights on, and I didn't have any nightmares."
19638,436번,Coraline,8,"-Well, it's all about a monster who lures children away from their parents and tricks them into having buttons sewn into their eyes, so it definitely deserves a pg-13 rating, but other than that it's a really good movie about how you really never appreciate something enough until it's gone. it is dark and disturbing and the animation somehow makes it a lot scarier"
19639,436번,Coraline,8,"-Okay, I'm kind of a freak and have always been kind of abnormal, but I freaking loved this movie when I was 5. Yeah, it's creepy, but that's what makes it fun, and it certainly will challenge a kid more than squeaky-clean trash we shove down the throats of our fellow young 'uns. Though, if your kid is a little wuss-I mean is more sensitive, take some precautions and watch some clips first. And about the naked woman pasties part:Grow up. No kid thinks it's a big deal, it's a joke, and it's a suit. Not to mention the naked body is everywhere, at home, in art, etc, so is it that big of a problem?"
19640,436번,Coraline,8,"-Good film, well animated. But scary for younger audiences. Not for sensitive children, parents should watch first to be certain. "
19641,436번,Coraline,8,"-In this movie, the parents do not help or care about the child. This might make a child think that it is common and feel scared that this might happen to them.  I watched this at school, sadly. My teacher gave this movie to watch and my mom would have never approved such movie. I do not see that there are important lessons or even a role model that a child like me should look up to. Another disturbing part was the button eyes. I think it is very frightening for a child to see instead of eyes buttons. My friend had nightmares after watched the movie."
19642,436번,Coraline,8,"-To be honest, I don't know why this movie was a PG. Even I found this scary, and i hardly find ANYTHING scary. It is such a horrible idea. People with button eyes? That's bad enough. Your parents with button eyes. WOW. "
19670,436번,Coraline,7,-It was very creepy and the actors were not very good. Some parts were funny like those two crazy lady but others were creepy or boring.
19671,436번,Coraline,7,"-Coraline is a great movie. Although it may look like a kid friendly movie I'm warning you it's not what it seems. The movie is not only scary but actually very creepy. Showing people with button eyes can scare young kids. Some scenes are dark and creepy and will scare children. I recommend this movie for kids between ages 9 and 15. Great movie though, very enjoyable."
19672,436번,Coraline,7,"-The first time I watched this movie, was when I was five. This is my most favorite movie ever!!!! I am very into creepy, dark, and horror-ish movies, tv series, and books, it's just what I like. This movie is fun and interesting and creepy. It also has some great messages and role models. The main character shows us that you should be curious to a limit, but you should still explore. The other main character shoes us to never give up and that you should always stick by your friends. This is an amazing movie in my opinion, but if you are really sensitive and young then it would be ,probably ,better for them not to watch it. I hope you found my review helpfull. By the way I am 12 years old."
19673,436번,Coraline,7,"-Coraline was a movie i was thoroughly dissapointed with. It was horrible and i would never tell anyone to watch it AND if they said they were going too i would tell them not too simply cause of the crappy stop motion, lackluster plot and ridiculous trops that it presents definitally not worth the time."
19674,436번,Coraline,7,"-This movie is definetely one of my favorites. The reviews saying that this should be for ages 13+ 14+ and especially 17+ are RIDICULOUS. I watched this movie when I was about 8 or 9 and have loved it ever sense. Maybe that's because I grew up watching horror movies and am a big strange myself. It didn't creep me out at all. If your child is anxious or very emotional, maybe hold off until they're 11. But if not, really any age over 7 is good.  I also think coraline is quite a role model. For a 12 year old, she is very independent, creative and ambitious. yes she has attitude towards her parents. but that is pretty normal."
19675,436번,Coraline,7,"-5 Year old's don't understand the TRUE story to what's going on. I first watched this when I was 6 and all I could figure out was that there was an evil lady who was trying to take coraline. Now I'm older I've realized there is much more to it then that, but the clues are subtle. It's a very good movie, great for little kids who are into creepy things but you don't want to show them saw or something. There is no swearing in this film unless you count the cra P word to be one but its highly un noticable."
19676,436번,Coraline,7,"-This movie has a great message to be happy with what you have, but otherwise, throw this movie inside your garbage bag. I watched this and I stayed up late cause I couldn't get to sleep. In this movie, the Other Mother takes Coraline`s parents at the end, shows gross bugs, and is just plain scary and weird. The Other Mother later turns into a hideous monster who wants to put doll eyes on Coraline. Only reason I gave it 2 stars is cause of the great stop motion animation."
19677,436번,Coraline,7,"-I'm 14. I saw this movie when I was 7. I loved it! I watched it many times and learned a lot from it. Although I was creeped out, I have always been a fan of horror, even when I was little, and it didnt keep me up at night. If your kid is into ghosts or zombies, and you think that they can handle some mature themes (like dead kids, absent parents etc.) it's a great movie. It's messed up, but great. My brother on the other hand, who was 9 when he saw it, couldn't sleep. He's never been a horror person and although it didn't freak him out for more than a few days, he should've waited to see it. Evaluate whether or not your kid is a fit for the movie, it's worth watching if they are, and you as an adult should watch it too! One of my favorite animated movies."
19678,436번,Coraline,7,-I saw this movie when I was about 6 and I was so scared and I ran out of the theater and was crying because I was so scared and then my mom made me go back in and I'm glad she did because it was funny and scary.
19679,436번,Coraline,7,-This movie is very creepy if you read the book.
19749,436번,Coraline,8,"-its a great movie with lots of cool effects the lady with the big boobies (mrs forcible) WAS JUST WEARING A ZIPPER COSTUME you know, like a barney costume.."
19750,436번,Coraline,8,"-i loved this movie I saw it when I was nine and I read the book and memorized every line from the movie my parents thought I was insane but oh well. I think this movie gave me a positive message saying ""things aren't always as good as they may seem"" or ""be careful what you wish for"". I dont think its really for kids though because some scenes are a bit scary and could possibly scar young children."
19751,436번,Coraline,8,"-I love this movie! It captures your attention from the beginning all the way until the end. The moral of this movie is explained by the movies slogan ""be careful what you wish for"". Coraline discovers that the grass is not always greener on the other side. In this movie Coraline feels unloved and neglected by her parents, neighbors, and friend Wybie. She soon finds a little door that is bricked up. However later that night a mouse leads her to that door and a strange portal or tunnel opens up that leads to a replica of the house only everything is better. It seems as though everything is a dream come true until the ""other mother"" trys to keep her there forever. Coraline quickly discorvs the truth about the world she thought was paridice and quickly tries to escape from the ""spiders web"". "
19752,436번,Coraline,8,"-It's supermelonkitty204 with your top reviews. Though ""Coraline"" might seem like a calm movie, the whole film has a very creepy vibe. The story is about a young girl moving to an old apartment building in a quiet and mysterious little town. Coraline, the main character, travels to another dimension through a secret door in her home every night. The land is filled with succulent treats and whimsical characters. She is involved in somewhat strange activities. After several visits, her ""other"" parents (the ones from the other world) want to sow buttons in her eyes but she refuses. When she rebels, the so called ""wondrous land"" turns into a dark ruin full of hatred. Her parents are trapped and she must escape while freeing them. This strange, creepy, and might I say derranged movie is a stop for kids 9 and younger."
19753,436번,Coraline,8,"-Which is better: A movie about a girl with magical powers ( bloody violence included ), OR a movie about creepy people that want to sew buttons into the girls EYES then KILL her? RATED R CARRIE SEEMS BETTER!"
19754,436번,Coraline,8,"-Be warned, went I saw this when I was 8, I was freaked out of my freakin mind. It creeps me out to this day......."
19755,436번,Coraline,8,-Agegroups: 14+
19756,436번,Coraline,8,"-I watched this when I was around nine, and I freaked out. I turned it off halfway through when Coraline's real parents were gone. It was disturbing and scary to me, but I get freaked out easily. I wouldn't recommend it for kids below 7 though, and it's iffy for 8-9. If she/he is frightened easily, then I wouldn't suggest this."
19757,436번,Coraline,8,"-I myself think is an AMAZING movie. but I think it is not made for all children, like for ezanple my sister. when she saw the movie she was so frittened that she cried like 5 times during the movie, she even had to stay out of the theather!!! but of course she is scared of certain things. but my brother is littler than my sister and he loved it. this is a movie I would say is for kids who are brave and enjoy's a llitle scare or two. it's a movie that's exiting, triling, mystirius and obove all scary fun. but ofcourse I am just a fan, so my thoughts may be different than yours. I hope this was a help."
19758,436번,Coraline,8,-its just a little scary because of the fake mother and the trapping but over-all it was really good
20502,484번,Descendants,8,"-Don't get me wrong amazing movie but, THE SECOND ONE IS SO MUCH BETTER!!!!!!!!!!"
20503,484번,Descendants,8,-not allowed for kids under 13
20504,484번,Descendants,8,-I'm totally obsessed with the concept of this movie even as a teen.
20505,484번,Descendants,8,"-First off, the movie is SOOO over hyped. Another thing is that the film for some reason it gives the impression that being a rebel is cool and it's good for people to be scared of you. The movies couple makes and Ben are so annoying, mal just stole Ben from some girl but they still end up together... the only thing I liked was the fact Evie learned that you don't need to play dumb for people to like you(which what Disney cjvannel shows in its tv shows)"
20506,484번,Descendants,8,"-Enjoyable, with positive messages and unique characters, but parents must beware that themes such as child abuse, neglect, and the effects of living in a poverty stricken society are heavy throughout. At one point, two of the main characters discuss whether their parents love them, followed by confessions that they are scared of their parents and “what they will do to them” if they don’t do what they say. This is something that could start a conversation with your child, but as this is a main idea throughout and something that is reinforced explicitly with dialogue, I would recommend assessing the maturity of your child and exercising hesitation with kids under 10 years."
20507,484번,Descendants,8,"-Ok... I  love ever after high! Like it was my favourite and when I realized they made descendants... SUCH A COPY! Now I have to admit, I was pretty excited, but when I watched it, it disappointed me. I mean it completely copied EAH. There is a bit of flirting and like love and stuff like that. At one part Mal does say things like, ""If your mom really loved you she'd do this"" and puts Jane down by saying things like ""Dont you want to be prettier."
20508,484번,Descendants,8,"-This was a very big Disney hit. The movie is pretty good. Predictable but, good. Liked the actors and actresses."
20509,484번,Descendants,8,-Amazing
20510,484번,Descendants,8,-IT WAS NICE TO KNOW WHAT WILL HAPPEN TOO DISNEY CHARACTER.S KIDS AND A NICE MUSICAL MOVIE 
20511,484번,Descendants,8,-It is very well... meh
21297,503번,Doctor Strange,8,-My persomal MPAA rating
21298,503번,Doctor Strange,8,"-This movie is really good, and though there is a small amount of blood, it is mostly magical fighting. The main character gets in a car crash because of texting and loses use of his hands. The battle scenes are pretty intense though. I definitely recommend this movie. It is my 2nd favorite ever, my first being Ant-Man."
21299,503번,Doctor Strange,8,"-I just want to start of with the visuals. They are soooo good and you would thing it was real. For violence there are some medical operations( minimal blood except in one scene). Fights with energy type weapons and weird swords. The ancient one dies from a stab and falls out of a portal onto the streets( glass shattered). When the ancient one dies there are blood scrapes and scratches on her face( you cand hear the monitor beep). Doctor strange is shown dying over and over again( Impaled by crystal rocks, smashed with giant hand, energy beam, all without blood though). If you see it you can see someone on the ground with a blood pool around there head( they presumably live). Language such as shit, damn, hell, ass, and god( oh my god, or just god as a exclamation). Doctor strange and a fellow surgeon share a kiss. All in all a great addition to the MCU, but not my favorite."
21300,503번,Doctor Strange,8,"-If you decide violence is no object for your kids, you should be 100% fine with them seeing it. No sexual content, language is a little strong but not-so-recurring."
21301,503번,Doctor Strange,8,-violence 7/10
21302,503번,Doctor Strange,8,-I think this movie is good for ages nine and up but for kids who like action movies I'd say eight and up it's a really good movie I watch it again
21303,503번,Doctor Strange,8,"-I have seen other reviews that say doctor strange is bloody and gruesome but that is only when they show stuff in the hospital that strange works at. This movie is great but you shouldn’t let kids under seven watch it. It a had a bit of violence but not to much. There is a car crash at about the 15 minute mark and it is quite intense. There is a time loop at the end where strange gets killed like ten times but it is not disturbing, They only show how he’s going to get killed but never actually show him getting killed. There’s also a lot of destruction but that’s all."
21698,521번,Dr. Seuss' Horton Hears a Who!,7,-Good great positive messages and role models I would suggest it to family's kid friendly some insault comments but not terrible
21699,521번,Dr. Seuss' Horton Hears a Who!,7,"-Four year olds wouldn't get that the Whos lived on a speck. There is a scene with a vulture and a kangaroo. The vulture says,""Why don't you face Horton yourself?"" The kangaroo says,""I'm a lady"" So sexist! Otherwise, a great movie with great messages."
